stop_id,stop_code,stop_name,stop_lat,stop_lon
503,U00560,Kirari Gaon,28.693676,77.060986
504,U03732,Shahdara Border,28.6775,77.323
505,DC4655,Delhi Police Training School,28.721483,77.258417
506,DC4755,Badu Sarai Village,28.52973,76.986455
507,DC4363,Keshav Nagar Mukti Ashram,28.779129,77.179635
508,DC4463,Okhla Village (Temporary),28.562333,77.29185
509,DC4071,Faiz Road,28.648227,77.198819
510,U01464SC01A,Siras Pur Chhattri,28.759852,77.129265
511,U01385,APS Colony/ Jharera Gaon,28.579433,77.145
512,U01845,Railway Colony (Sardar Paltel Marg),28.600683,77.17805
513,U02072,11 Murti,28.61105,77.1907
514,DC3988,Chhajupur,28.6894,77.287
515,DC3965,Kapashera Village Bijwasan Road,28.52773,77.076142
516,U01600,Todapur Village,28.6233,77.1598
517,DC3823,Rohini Sec 11 Pkt A (Swarn Jayanti Park),28.72795,77.114917
518,DC3591,Zero Pusta,28.6778,77.256783
519,U03396,Shahdara Terminal,28.674286,77.287117
520,U01284,DTC Apartments,28.6977,77.1339
521,U01248,Madhuban Chowk Outer Ring Road,28.703,77.1298
522,U01393,Kohat Enclave Metro Station,28.6974166666667,77.1421
523,U01330,Punjabi Bagh Terminal,28.66735,77.137317
524,U01782,R K Puram Sec-7,28.5706,77.1727
525,U01286,DTC Apartments,28.6975,77.1341
526,DC3760,Surya Niketan,28.655733,77.310317
527,DC0014,Railway Road Bridge,28.609851,77.251781
528,U02902,Darya Ganj,28.644033,77.24035
529,DC3654,Exchange Store / Civil Lines Metro Station,28.676783,77.224833
530,U02571,Mall Road,28.693617,77.2184
531,DC0136,CRPF Camp / Crown Plaza,28.527867,77.272383
532,U02207,Faiz Road,28.648267,77.199017
533,DC3906,C Block Mangol Puri,28.692367,77.0906
534,U00300,Hiran Kudna Crossing,28.684683,77.000967
535,DC3948,Rani Bagh Railway Colony,28.6839,77.12795
536,U01520,Pandav Nagar,28.650051,77.153678
537,U02785,ISBT Kashmere Gate,28.666756,77.229348
538,U00349,Dariyapur Gaon,28.812783,77.00915
539,U01804,East Patel Nagar,28.6404,77.1742
540,U02455,PS Tughlaq Road,28.599883,77.2112
541,U99926A,Telephone Exchange Karol Bagh,28.64315,77.181917
542,DC4423,KharKhari Rondh,28.56176,76.941887
543,U00453,Mohan Garden,28.620385,77.040795
544,U03760,Mayur vihar Phase-III Crossing,28.601583,77.326033
545,DC4572,Chandpur Xing,28.75134,77.014497
546,DC4380,Chanchal Park,28.646333,77.021767
547,U02345,Gurudwara Rakab Ganj,28.6185,77.206
548,U02417,Kidwai Nagar,28.5735,77.2095
549,DC4403,Nangloi,28.681483,77.06735
550,U02924,Sunder Nagar,28.605117,77.24045
551,U01019,Lajwanti Garden,28.614,77.1062
552,U01017,Visram Chowk,28.70915,77.1055833333333
553,DC0037,Dera Satguru Sewaram Sahai Sec 24/25,28.7297,77.094967
554,U01424,Moti Nagar,28.658615,77.144108
555,DC3737,Check Post,28.739367,77.24745
556,U00201,Jharoda Crossing/Nazafgarh Terminal,28.613617,76.979717
557,DC3928,Nanak Piyau / DTC Colony,28.69105,77.1927833333333
558,U02741,Central School Lodhi Colony,28.5848,77.22815
559,U03738,Fire Station,28.605067,77.322683
560,U00526,Rajapuri,28.6738,77.0551
561,DC0089,Raghubir Nagar N Block,28.6593666666667,77.11245
562,U02717,Ambedkar Nagar Terminal,28.515935,77.226604
563,DC4317,Chand Nagar,28.645206,77.099338
564,U01291,Pitampura JD Block,28.70185,77.13455
565,U99608,Rajeev Nagar,28.724983,77.058433
566,U00424,Dwarka Sec 13,28.605567,77.036383
567,DC4154,Sarojini Nagar Depot,28.573304,77.190001
568,U02998,Nizamuddin Extension,28.589633,77.2463
569,U02672,Mori Gate Terminal,28.667,77.2247
570,U01692,Pusa Quarters,28.630033,77.166983
571,U01251,Madhuvan Chowk,28.7046,77.13
572,DC4672,Sant Vivekanand School,28.74225,76.9865
573,U01777,R. K. Puram Sec-12,28.5757,77.1724
574,DC4695,Sant Vivekanand School,28.7423,76.986717
575,DC4131,Le Meridian Hotel,28.619333,77.2176
576,DC4108,RK Khanna Tennis Stadium,28.558333,77.187283
577,DC4649,D Block Surajmal Vihar,28.66013,77.30766
578,U03317,Shakarpur School Block,28.627433,77.279283
579,DC3843,Air Force Officers Flats Dhaula Kuan,28.600967,77.167867
580,U02136,Shakti Nagar Nangia Park,28.68035,77.196233
581,U00774,Major Bhupinder Singh Nagar,28.6469,77.0848
582,DC4446,Daulat Pur Crossing,28.543634,76.970812
583,U01561,Ram Pura (Ashok Park),28.67148,77.157173
584,U01502,Subroto Park (Arjun Path),28.574317,77.151517
585,U01628,Dhaula Kuan,28.60005,77.162017
586,U01994,Qutab Minar,28.5264,77.1861
587,U03136,Air Force Station,28.511733,77.257867
588,U02290,Padhmini Enclave,28.5498,77.2038
589,DC4592,Majnu Ka Teela Ring Road,28.69765,77.22741
590,U02538,Gandhi Vihar,28.7223,77.2165
591,U01857,Andheria More / Chhatarpur Metro Station,28.509217,77.178967
592,U00233,Najafgarh Delhi Gate,28.6118,76.9856
593,DC4569,Shri Krishna Gaushala,28.779613,77.022005
594,U02647,Ajmeri Gate / Kamla Market,28.6448,77.223733
595,U99659,Inder Enclave,28.700788,77.050516
596,DC4234,ESI Hospital,28.66605,77.310783
597,DC3697,H-3 Vikas Puri,28.645922,77.079312
598,U01085,Ordinance Depot,28.6768,77.1148
599,DC3720,Gurudwara Bangla Sahib,28.628133,77.2094
601,U02732,Defence Colony (Homyopathic College),28.571983,77.227667
602,DC0086,Saiyyad Nagar Dilshad Garden,28.682567,77.33155
603,U01955,Gujranwala Town,28.6996,77.1845
604,DC3820,Sarita Vihar D Block / Madanpur Khadar Village,28.532267,77.296383
605,DC3640,Palam More,28.568033,77.130033
606,U03150,DDA Market Kalkaji,28.530617,77.258533
607,U01681,Jahangirpuri B Block,28.7293,77.1662
608,U03186,Maharani Bagh / Ashram,28.576633,77.26445
609,U00847,Q-Block Mangolpuri,28.6877,77.0913
610,U99985A,Tagore Garden Gurudwara / Holy Child School,28.650417,77.113733
611,U01716,ARSD College (Dhaula Kuan),28.590383,77.168467
612,U00956,Desu Colony,28.6111,77.0989
613,U00955,Fateh Nagar,28.6312,77.09885
614,U02944,ITO,28.6291,77.241517
615,DC4343,Amrohi More,28.574817,77.0513
616,U01024,Mangolpur Police Lines,28.6945,77.1066
617,U03131,DDA Market Kalkaji,28.529982,77.258506
618,DC3943,Sapera Basti Crossing,28.6181,77.336267
619,U01217,Government Press,28.634617,77.127633
620,U03066,Nizamuddin Railway Station,28.586433,77.25305
621,DC3869,Narain DharamKanta,28.670618,77.057884
622,U01829,Anand Parbat Industrial Area,28.6648,77.1754
624,U03294,Okhla Phase 1,28.520517,77.277267
625,U03258,Bharat Nagar Crossing,28.5622,77.2723
626,U02145,Talkatora Stadium,28.6263,77.1965
627,U02388,Malka Ganj Terminal,28.677583,77.2078
628,U02536,Sadhna Enclave,28.542983,77.216433
629,U03431,P S Pandav Nagar,28.6147,77.2903
630,DC0133,Khichdipur,28.624633,77.3095
631,U99828A,Samalka Crossing,28.53795,77.09365
632,U02044,Bhikaji Cama Place,28.568,77.1896
633,DC3806,Satyawati College,28.695345,77.179374
634,U02962,ITO,28.628183,77.24515
635,U03631,GTB Hospital,28.6843,77.311
636,U00991,West Enclave,28.6936,77.1023
637,U02021,Dev Nagar,28.6564,77.1881
638,U03809,Mayur Vihar Phase III A1 Block,28.608717,77.33715
639,DC4758,Nanak Heri School,28.52389,76.98659
640,U02323,Kendriya Terminal / Gurudwara Rakab Gunj,28.6212,77.2053
641,U02844,Bapa Nagar,28.6057,77.2351
642,U03094,Tara Apartments Terminal,28.523828,77.255068
643,DC4546,Sec A-9 and A-6 Narela,28.851771,77.097849
644,U02930,CGO Complex,28.587033,77.2408
645,U00289,Ghevra Village,28.696417,76.997967
646,U00875,Janak Puri B-3,28.622917,77.09275
647,U00522,ShivRam Park,28.667651,77.055346
648,U00919,Peera Garhi Chowk,28.679533,77.09575
649,U03200,Kalka Ji Depot Govindpuri,28.5383,77.2658
650,DC3743,Chauhan Patti (Terminal),28.754859,77.243323
651,U03041LN,Lajpat Nagar Crossing,28.5643,77.2501
652,U01116,Tagore Garden,28.644217,77.1133
653,DC3594,Shastri Park DMRC Depot,28.674167,77.243433
654,DC4609,Ber Sarai,28.549483,77.180617
655,U02548,Nirman Bhawan,28.61035,77.217217
656,U00729,District Centre Outer Ring Road,28.6327,77.0811
657,U03451,Radheypuri,28.655,77.2919
658,DC3680,Gazi Pur DDA Flats,28.6229,77.319767
659,DC3531,Kair Depot,28.618288,76.930672
660,U01042,Lajwanti Garden,28.6129,77.1096
661,DC4068,Janki Devi College,28.641629,77.1898
662,U03728,Surya Nagar,28.6668,77.3217
663,U02553,Prithvi Raj Road Crossing,28.5965,77.2174
664,DC4217,Shalimar Bagh BA Block,28.708633,77.161828
665,U03376,East Azad Nagar,28.666617,77.2832
666,U03644,Dilshad Garden School,28.6808,77.3136
667,U02738,JLN Marg,28.6421,77.22785
668,U03054,Rojdoot Hotel,28.5827,77.2525
669,U01801,South Moti Bagh,28.5778,77.1742
670,U01838,Jahangir Puri Outer Ring Road,28.73425,77.17645
671,U01744,Daya Basti Flyover,28.666346,77.169943
673,U03097,Gamri Extn Pusta No.5,28.6957,77.2551
674,U01542,Shadipur Depot,28.6536,77.1553
675,U01452,Badli Xing,28.7284,77.1463
676,U01512,Mukraba Chowk,28.7323,77.1521
677,U99882A,Jahangirpuri GT Road (Metro Station),28.7257,77.163
678,U01555,Todapur Village,28.624,77.1565
679,U02117,DB Gupta Market,28.651809,77.19481
680,DC4045,Doctors Apartments,28.598683,77.31885
682,DC3657,Ram Jas Road,28.658993,77.191289
683,DC0069,Khayala More/ Subhash Nagar Crossing,28.642984,77.10738
684,DC3903,PS Bawana,28.8065666666667,77.023
685,U02616,Delhi Vidhan Sabha,28.6878,77.2214
686,U02435,Kidwai Nagar (INA Colony),28.5761,77.2099
687,U01143,Rajouri Garden,28.648433,77.120783
688,U02480,SJ Madrasa,28.586683,77.212767
689,U03769,Mayur vihar Phase-III Crossing,28.6017,77.32755
690,U03435,Surajkund Crossing,28.5017,77.291
691,DC4214,Shalimar Bagh BH Block,28.715233,77.156869
692,U02618,Vigyan Bhawan,28.610033,77.221967
693,U01481,R R Line,28.596167,77.1504
694,U00832,Mangolpuri Y Block,28.702717,77.089517
695,U02877,Golf Club / Sunder Nagar,28.601367,77.237883
696,U03588,Balco Apartment,28.6299,77.3067
697,DC3925,C-1 Keshav Puram,28.683117,77.1545
698,U00015,Qadipur,28.5782,76.8798
699,DC4420,Ghuman Hera School,28.537115,76.922376
700,U03482,New Rajdhani Enclave,28.642483,77.29635
701,U01812,Daya Basti,28.6649,77.1747
702,U02634,Super Bazar,28.632583,77.22305
703,U02036,Chowki No 2 / Gulabi Bagh Crossing,28.6769833333333,77.1889
704,U03015,IP Power Station / ITO Ring Road,28.624517,77.247117
705,DC4114,Geeta Colony Block 5,28.653174,77.271397
706,DC0034,Power House Rohini Sec 24,28.727167,77.080283
707,U02793,Pushpa Bhawan,28.5271,77.2311
708,U00511,Qamruddin Nagar Terminal,28.682183,77.054367
709,U00312,Kanjhawala Depot (Narela Road),28.727519,77.002541
710,DC3634,IOL,28.57535,77.116967
711,DC4612,Sai Apartment,28.720883,77.134467
712,DC3534,Tilak Nagar,28.63545,77.09295
713,U99782,East Vinod Nagar Depot,28.6227,77.3039
714,U00734,Krishna Park,28.6392,77.0817
715,U00025,Mata DanKaur Public School,28.597584,76.899172
716,U03718,Gazipur Dairy Farm,28.6203,77.3208
717,U99791,Shaheed Bhagat Singh Nagar,28.724891,77.029213
718,DC4320,Chaukhandi,28.64706,77.09563
719,WPD,Wazirpur Depot / Subhash Place Depot,28.694867,77.15485
720,U02041,Bhikaji Cama Place,28.568,77.1893
721,U00447,Harijan Basti,28.707417,77.040383
722,U02856,Red Fort,28.6541,77.236433
723,DC4297,Mahindra Park Road No-44,28.684023,77.135913
724,DC4128,Geeta Colony Block 5,28.653217,77.271333
725,U03432,Dharma Apartment,28.6199,77.29005
726,U99751,Ranhola Extension,28.6584,77.04395
727,DC4274,Ramleela Ground Geeta Colony,28.654483,77.274867
728,DC4506,Surehra Village,28.59870792487,76.9364446428843
729,U03036,Hamdard Nagar / Sangam Vihar,28.511967,77.249783
730,U00640,Dwarka Sec-1 Mahalaxmi Apartment,28.5961,77.0719
731,U01389,Moti Nagar Market,28.657233,77.14125
732,DC4529,JJ Colony Bawana Road,28.806709,77.047729
733,U02023,Gulabi Bagh,28.674998,77.188525
734,U00555,Uttam Nagar,28.622733,77.060223
735,U03125,Shastri Park,28.6723,77.2571
736,U02635,Balak Ram Hospital,28.7049,77.2231
737,U01135,Deepali Chowk,28.6980166666667,77.1195
738,U02466,Rail Bhawan Metro Station / Krishi Bhawan,28.61495,77.212067
739,DC4337,Qutub Vihar Phase-I Kikar Stand,28.5784,77.029767
740,DC4443,Shikar Pur Crossing,28.545597,76.965275
741,DC0103,Ram Vihar,28.657733,77.310467
742,DC4775,Kanya Sarvodya School Shikar Pur,28.523752,76.955578
743,U01931,IIT Hostel,28.5497,77.18555
744,U03471,Maruti Factory,28.5187,77.2952
745,DC4383,Baprola Village,28.640967,77.011733
746,DC4051,C4 Yamuna Vihar Crossing,28.70065,77.283667
747,U00643JC,Jain Colony,28.75375,77.0728
748,U02216,Burari Village,28.7541,77.199
749,U01576,Prem Bari Pul,28.6999,77.1583
750,U00807,C2D Janakpuri,28.61446,77.086985
751,DC4191,R K Puram Sec 9,28.574718,77.168577
752,U00803,Hanuman Mandir Rohini Sec 24,28.722883,77.087733
753,U99882,Jahangirpuri GT Road,28.725467,77.162833
754,U01213,Kibri Place,28.6044,77.1273
755,DC4635,Corporation Bank,28.575478,76.866722
756,DC4489,PTS Jharoda Kalan,28.64293,76.958068
757,U03088,Gamri Ext / Pusta 5,28.695467,77.254783
758,U01852,RK Puram Sec 1,28.563,77.1783
759,DC3886,Pochan Pur Village,28.558449,77.043126
760,U03712,Ram Prastha Crossing,28.6608,77.3202
761,U03113,Desh Bandhu College,28.541258,77.255656
762,U02858,Red Fort,28.65405,77.23645
763,U01760,Janak Vihar,28.6314,77.1711
764,DC3909,Hari Nagar (Mohan Mandir) Mayapuri,28.630683,77.124267
765,U01827,Rajender Nagar,28.641,77.1759
766,DC3674,Mangolpuri K Block (Sanjay Gandhi Hospital),28.694728,77.081911
767,U02171,Dhaula Peer,28.52255,77.19315
768,DC3717,GTB Nagar / Haqiqat Nagar,28.698158,77.207636
769,U02387,Ice Factory (Roshanara Road),28.66745,77.20765
770,U00527,Bharthal Under Pass,28.5477,77.0568
771,U00610,C Block Vikaspuri,28.633233,77.06885
772,DC3968,Kapashera Village Bijwasan Road,28.527567,77.076117
773,U01390,Samaypur School,28.744211,77.143076
774,U01693,Bhalaswa Xing,28.7371666666667,77.1682
775,U02253,IIT Gate (Aurobindo Marg),28.54585,77.201967
776,U01996,Telephone Exchange,28.6975,77.1862
777,U03436,Okhla Village,28.563423,77.291309
778,U99993,Jahangirpuri GT Road,28.7252,77.1634
779,DC4466,Mundhela Kalan School,28.60529,76.893629
780,U02707,PT College Kotla,28.5699,77.2263
781,U00656,Dwarka Sec 1,28.594283,77.073867
782,U02408,Panchsheel Club,28.544567,77.208833
783,U01168,Madipur Village,28.675967,77.123833
784,DC3780,CRPF Camp Okhla Phase 1,28.52855,77.270367
785,U01206,Raja Garden,28.6513,77.1266
786,DC0040,Rithala Village,28.725917,77.100106
787,DC0083,Jija Bai Udyogic Sansthan,28.555283,77.214017
788,DC4008,Samaspur Khalsa,28.578317,76.909933
789,DC4031,Mayur Vihar Phase II,28.620333,77.304833
790,DC3962,Bijwasan Railway Crossing,28.533133,77.055717
791,U00564,Kirari Gaon,28.693783,77.061067
792,U99795,Kanjhawala Chowk,28.7377,77.0077
793,DC108,Nai Basti,28.5616,77.2945
794,DC0017,Vidhan Sabha Metro Station,28.6877833333333,77.2214333333333
795,DC3985,Hardev Puri,28.689533,77.29595
796,U02360,GTB Nagar,28.69835,77.2057
797,U00317,Kanjhawala Haryana Shakti C-School,28.713983,77.003267
798,U02026,R K Puram Sec-2,28.5616,77.1885
799,DC4254,Sena Bhawan,28.60815,77.206667
800,U02795,ISBT Ring Road,28.671267,77.231183
801,U03622,GTB Hospital,28.6855,77.3104
802,DC4300,Road No-44 Crossing,28.686086,77.135974
803,U01834,Shastri Nagar E Block,28.671267,77.176283
804,U03057,Majeedia Hospital,28.515017,77.252617
805,U00988,West Enclave,28.6931,77.1017
806,U02626,Scindia House,28.6287,77.2219
807,U02929,Express Building,28.6339,77.2408
808,U03268,Seelam Pur Petrol Pump,28.672117,77.273467
809,DC4426,KharKhari Nahar,28.58704,76.959128
810,U99852,Unani Hospital / Okhla Ext Thokar 3,28.55898,77.296216
811,U02381,Yusuf Sarai,28.5627,77.2077
812,U02377,Yusuf Sarai,28.5626,77.2074
813,U02300,Jhandewalan,28.646833,77.204083
814,U00721,New Dwarka Road / Seetapuri,28.60955,77.08075
815,DC3597,New Sabzi Mandi,28.7143,77.172217
816,U03828,Mayur Vihar Phase III Crossing,28.615983,77.34145
817,DC3763,Sukhdev Vihar,28.558983,77.273067
818,DC3863,Shivaji College,28.654841,77.121799
819,DC3740,Sabhapur More,28.750167,77.24385
820,DC4400,Qamruddin Nagar,28.6744,77.060767
821,DC3889,DTC Rajghat Depot,28.640467,77.25775
822,DC4549,Kasturi Ram School,28.837258,77.098101
823,DC4526,Bawana Village,28.799966,77.035368
824,U99863,CWG Village / PWD Office,28.6036,77.2691
825,U03412,East Krishna Nagar,28.659883,77.28835
826,U03241,Welcome Colony,28.6711,77.2698
827,DC4669,Ladpur School,28.739083,76.998467
828,U01745,Vasant Kunj Sec-A Pkt-BC,28.51035,77.170483
829,U03719,Anand Gram,28.688783,77.321617
830,U03463,Shashi Garden Xing,28.6136,77.2937
831,U01021,Mangol Pur School,28.6948,77.106467
832,U02906,National Stadium,28.610497,77.24023
833,U99611,Radha Swami Satsang / Rupali Enclave,28.733933,77.020783
834,U01505,Guru Govind Singh College,28.698033,77.15165
835,U01476,ESI Dispensary,28.6605,77.1475
836,U03333,Jamiya Millia College,28.5609,77.2798
837,U01255,Rohini Sec 18 Bus Terminal,28.744967,77.130533
838,U02305,Kendriya Terminal,28.617483,77.203817
839,U03992A,Gupta Market,28.565133,77.239733
840,DC4675,Jonti Village,28.753289,76.971848
841,U02033,State Bank Colony,28.6954,77.1883
842,DC3660,Peeragarhi Chowk,28.67915,77.096067
843,DC4652,Khajuri School,28.711383,77.257017
844,DC4629,Goodwill Apartment,28.791,77.13465
845,U02083,Green Field School,28.56584,77.194365
846,U99868,New Delhi Railway Station Gate 2,28.6419497,77.22373542
847,DC4151,Aero City Metro Station,28.5484,77.12066
848,U00643,Jain Colony,28.7539,77.072883
849,U03345,Shakarpur,28.633517,77.282067
851,U03166,Govindpuri,28.538825,77.261639
852,U03679,Anand Vihar ISBT Terminal,28.645868,77.315375
853,U01666,Zakhira Flyover,28.66865,77.1654
854,U01763,E Block Jahangir Puri Terminal,28.7330833333333,77.17265
855,U00431,Rama Park,28.6198,77.0372
857,U00371,Mundka Main Rohtak Road School,28.683033,77.024517
858,U01805,South Moti Bagh (Ring Road),28.58195,77.174283
859,DC3700,H-3 Vikas Puri,28.646583,77.0794
860,DC4692,Jonti Village,28.75315,76.9724
861,DC4589,Raksha Vigyan Kendra / Metcalf House,28.68198,77.22901
862,U00677,Surajmal Stadium,28.681783,77.072983
863,DC4197,NHAI Building/ Dwarka Sec-10 Metro Station,28.578409,77.058932
864,U00595,Nangloi,28.681617,77.06725
865,U03287,MB Road,28.5058,77.276283
866,U02146,Dr. RML Hospital,28.6226,77.1966
867,U01440,Shakur Pur,28.684483,77.145283
868,U01458,Inder Puri (Krishi Kunj),28.6371,77.1468
869,U03498,ITI Khichiripur,28.613,77.2977
870,U03055,Delhi Secretariat,28.62795,77.25235
871,U02457,Patel Chowk,28.6244,77.2112
872,U00839,Meera Bagh Apartment,28.6572,77.0908
873,U03509,Mansarovar Park Metro Station,28.6759,77.2999
874,U00336,Baprola School,28.63845,77.00785
875,U02554,Claridges Hotel,28.602117,77.21765
877,U01938,Amrit Vihar,28.7643,77.1838
878,U00770,Major Bhupinder Singh Marg,28.64735,77.084783
879,U01791,Munirka DDA Flats,28.555433,77.17635
880,DC4237,Satyam Enclave / Jhilmil DDA Flats,28.666733,77.30465
881,U02703,Ajmeri Gate / Kamla Market,28.6440833333333,77.22405
882,U99952,Jor Bagh,28.585683,77.2168
883,U02620,Vidhan Sabha Metro Station,28.68775,77.22165
884,DC3574,Tilak Nagar / Sant Pura,28.638917,77.100467
885,U02495SB,Krishi Bhawan,28.6169,77.213617
886,U01321,Naraina Village,28.6186,77.1362
887,DC4503,Sainik Enclave Jharoda,28.634639,76.963163
888,DC4111,Sujan Singh Park,28.600817,77.228917
889,U00959,Avantika Sec-2,28.7019333333333,77.0991
890,DC3723,Sant Nagar Main Market,28.741983,77.1978
891,U03286,Laxmi Nagar Metro Station,28.630967,77.277767
892,DC4566,Ishwar Colony,28.794709,77.030052
893,DC4025,Ujwa Gaon,28.568783,76.9067
894,U03814,Mayur Vihar Phase III A1 Block,28.608467,77.33735
896,U00742,Krishna Park,28.6391,77.0819
897,U02271,Saket Metro Sation,28.5206,77.203
898,DC4555,Bharat Mata School,28.833074,77.076871
899,NS0375,DDA Flats Kalkaji,28.5254,77.2568
900,DC4532,Sanoth Xing / Ghogha Xing,28.819907,77.06374
901,DC4601,Qutub Hotel,28.539133,77.189533
902,U01209,Rajouri Garden Market,28.6453,77.1268
903,DC0046,Rohini Sec 22/24 Crossing,28.720656,77.069805
904,DC4678,Balaji Enclave,28.767498,76.96456
905,NS0505,Dwarka Sec 3/4,28.602367,77.042683
906,DC4701,S Block Greater Kailash- II,28.52922,77.245027
907,DC4578,Malik Pur Village Crossing,28.552333,76.907483
908,U01299,Lok Vihar,28.6927,77.135
909,DC4432,Khera Village,28.596312,76.964794
910,U02870,Savitri Cinema,28.54175,77.23855
911,U99712,Rajghat Gandhi Darshan,28.639,77.2513
912,DC4386,Jai Vihar,28.6316,77.000483
913,U03996A,Jaitpur Mor,28.497367,77.302117
914,U02750,Metcalfe House,28.6807,77.2281
916,U02090,DDA Flats Lado Sarai,28.529833,77.192117
917,U01923,R K Puram Sec-3,28.55877,77.18227
918,U03158,Tughlaqabad Extn,28.5255,77.2607
919,U02711,Kasturba Gandhi Crossing,28.6234,77.2266
920,DC4240,Vivekanand Mahila College,28.665467,77.314517
921,U99679Z,Tehkhand Depot DTC,28.510917,77.281167
922,U01807,Sabji Mandi Azadpur,28.7143666666667,77.1722
923,U02649,New Delhi Railway Station Gate 2,28.64192836,77.22374256
924,U02393,Patel Chest,28.691304,77.208108
925,U02401,Hansraj College,28.6793,77.2084
926,U02979,Vijay Ghat,28.6578,77.2448
927,U00802,Keshopur Depot,28.6525,77.0876
928,U01395,ISIC Hospital (Verma farm),28.533917,77.142483
929,U01588,GTK Depot,28.731117,77.158967
930,U01065,Shahbad Daulatpur Gaon,28.745183,77.1121
931,U00499,Sultan Pur Crossing / Poothkhurd,28.767917,77.049267
932,U03461,Jagatpuri  A Block,28.651833,77.293083
933,U02807,Old Delhi Railway Station,28.6579,77.2319
934,U01275,NHW 8,28.569183,77.1326
935,U02851,LNJP Hospital,28.6401,77.234817
936,U02311,Jhandewalan,28.6471,77.2039
937,DC4163,Deep Market Ashok Vihar,28.693867,77.173
938,DC3769,Prem Nagar,28.742742,77.146403
939,DC3646,Dwarka Sec 1 Road No. 201,28.5945,77.073517
940,U99956,Lajpat Nagar,28.566667,77.24635
941,DC3937,Bodhik Sampda Bhawan,28.598033,77.025967
942,U02076,Gurudwara Nanak Pyau,28.6908,77.1918
943,U01359,Pittampura AP-Block,28.7034,77.1395
944,DC4455,Pandwala Crossing,28.558136,76.973881
945,U02430,Krishan Menon Marg,28.6069,77.2098
946,U03513,NTPC,28.5074,77.3002
947,DC4263,Shivpuri Colony,28.651867,77.2781
948,U01028,DA Block Hari Nagar,28.6249166666667,77.10705
949,U01640,Zakhira,28.668,77.164283
950,DC3875,Ranhola II,28.654767,77.037983
951,U02472,Indra Vihar,28.70608,77.21208
952,DC3971,Haryana Pottries,28.538183,77.0352
953,U01697,Inderlok,28.6714,77.1672
954,U00858,Sunder Vihar,28.6635,77.0918
955,DC4011,Ujwa Gaon,28.568767,76.906767
956,U03151,Ashram Chowk,28.571617,77.259167
957,U02681,Mori Gate Terminal,28.666517,77.225883
958,U03754,J  and  K Pocket Dilshad Garden,28.6797,77.3247
959,DC4226,Suraj Mal Vihar,28.661333,77.303717
960,U02364,Panchkuian Road,28.6402,77.2067
961,U03649,Nand Nagari E-Block,28.693817,77.3139
962,U02359,NDPO,28.6235,77.2065
963,U00324,Kanjhawala Village,28.734026,77.004905
964,U00652,Dwarka Crossing/ Dwarka Sec 1,28.594483,77.073583
965,DC4203,Delhi Sachivalaya (Raj Ghat Power House),28.637717,77.252683
966,U02584,Indian Oil Bhawan,28.6286,77.2193
967,U00380,Mundka School,28.682717,77.023883
968,U02028,Karol Bagh Metro Station,28.643911,77.188747
969,U99773,Mundhela Crossing,28.59765,76.895133
970,DC4034,Lal Bahadur Shashtri Hospital,28.617317,77.3098
971,DC4157,Chanakya Bhawan,28.58385,77.192083
972,U00461,DSIDC Bawana/ Dhakewala,28.780733,77.043767
973,U03343,Jharkhandi,28.6678,77.282
974,U01261,Punjabi Bagh Club,28.663517,77.131133
975,U03198,Seelam Pur Metro Station,28.67051,77.265754
976,U00165,Tikari Village,28.6875,76.9708
978,U01053,DDU Hospital,28.628,77.1107
979,U02215,CV Raman ITI,28.7208333333333,77.20005
981,DC3706,CRPF Camp / Crown Plaza,28.527783,77.2722
982,U03107,Tara Apartment,28.524,77.256
983,DC3600,Jahangir Puri Metro Station,28.7273,77.161583
984,U02237BJP,Budha Jayanti Park,28.615317,77.175317
985,DC4615,ESI Hospital,28.726417,77.126433
986,DC3623,Millenium Cluster Depot,28.6073,77.252597
987,DC4117,Bank Enclave,28.638617,77.269717
988,U02566,Anandlok,28.5582,77.2184
989,DC4309,Kapil Vihar,28.699602,77.134723
990,U02729,Vocational College,28.5322,77.2278
991,DC4595,Munirka Family Planning,28.556883,77.174217
992,U00527BPC,IOC Dwarka Road,28.5445,77.0648
993,U00881,Peera Garhi Metro Station,28.68,77.0929
995,U01005,Rithala School,28.7150833333333,77.1039
996,U03156,Ram Puri Gali No 13,28.5346,77.2602
997,U00968,G Block Hari Nagar,28.628,77.100233
998,U00561,Uttam Nagar,28.623017,77.06031
999,U00546,Rajiv Nagar,28.724767,77.058683
1000,U02666,Andrews Ganj Shiv Mandir / Ansal Plaza,28.56545,77.2245
1001,U01192,Rohini Sec 7 and 8 Crossing,28.708133,77.125317
1002,DC4764,Baba Haridass Gitanjali Enclave,28.666442,76.954497
1003,U02838,National Stadium,28.6136,77.2347
1004,U99918,E.S.I. Hospital,28.515967,77.28055
1005,U01900,ISTM,28.552767,77.181
1006,U99890,Telephone Exchange,28.675817,77.309217
1007,DC4372,Ranhola Extension,28.657889,77.043025
1008,U03138,Nizamuddin Road Bridge,28.599043,77.257822
1009,U02655,I P College,28.679633,77.223967
1010,DC3537,Om Vihar,28.621,77.052203
1011,U01094,Engg College Shahbad,28.745317,77.116433
1012,DC3729,Pusta No 3 Sonia Vihar,28.725583,77.2448
1013,U02164,Chetan Bihari Mandir Sant Nagar,28.7447,77.198
1014,U02594,Banarsi Daas Estate Timarpur,28.69714,77.220359
1015,DC0139,Bank,28.52585,77.273517
